id,cle_stable,categorie,offset_ou_pointeur,ligne_script,layout,intervenant,texte_francais,texte_chinois_source,traduction_anglaise_rom_anglaise,confiance_alignement,historique_traduction,naturalise,corrige_d_apres_le_chinois,votre_verdict,votre_commentaire
D0340,MAIN:0x0391EE,Dialogue en jeu,0x0391EE,586,dialogue_19_19,,T'es très fort !,捉虫少年:你很厉害呢,Bug types evolve faster than others.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0341,MAIN:0x039215,Dialogue en jeu,0x039215,587,dialogue_19_19,,Aah ! Tu m'as touchée ?!,迷你裙:呀!你刚才有摸我身体吗?,Eek! Did you touch me!?,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0342,MAIN:0x03922D,Dialogue en jeu,0x03922D,768,dialogue_19_19,,"Ah, je m'étais trompée...",迷你裙:原来是误会啊...,Route 4 is at the foot of Mt.Moon.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0343,MAIN:0x039251,Dialogue en jeu,0x039251,775,dialogue_19_19,,"Ton regard...
Ça me gêne !",迷你裙:你的视线!真的很令人在意!,"The look you gave me,it's intriguing!",high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0344,MAIN:0x039278,Dialogue en jeu,0x039278,780,dialogue_19_19,,"Pas de combat ?
Évite les regards !",迷你裙:如果不想打架的话就不要让视力交会,Don't let people see you to avoid fights!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0345,MAIN:0x0392A6,Dialogue en jeu,0x0392A6,786,dialogue_19_19,,"Bonjour l'ami !
J'ai une super
affaire !
Un Magicarpe :
juste 500 $ !
Qu'en dis-tu ?",大爷:只告诉你一个好消息...!秘密的鲤鱼王只卖500元!你买不买?,Have I got a deal for you! How about a Magikarp for just500$?,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0346,MAIN:0x0392E5,Dialogue en jeu,0x0392E5,5399,dialogue_19_19,,Ah bon ? Dommage...,是吗?真是可惜,Too bad...,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0347,MAIN:0x0392F0,Dialogue en jeu,0x0392F0,791,dialogue_19_19,,Magicarpe reçu !,得到鲤鱼王,Recieved Magikarp!,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0348,MAIN:0x039303,Dialogue en jeu,0x039303,792,dialogue_19_19,,"Un homme suspect
rôde dans le coin.
Et toi, t'es qui ?",捉虫少年:可疑男人在洞内徘徊你是...,I saw suspicious men this cave.What about you?,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0349,MAIN:0x039334,Dialogue en jeu,0x039334,797,dialogue_19_19,,"On m'a bien eu !
C'était un membre
de la Team Rocket !","捉虫少年:被骗了,没错!我看到的家伙他是火箭队的人!",I'm sure they're from Team Rocket!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0350,MAIN:0x039359,Dialogue en jeu,0x039359,802,dialogue_19_19,,Quoi ? J'attends mes amis perdus dans la grotte !,迷你裙:干嘛啊?我是在这里等洞里分散的朋友啦,I'm waiting for my friends to find me here.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0351,MAIN:0x039385,Dialogue en jeu,0x039385,807,dialogue_19_19,,"Je suis venue
pour les fossiles
rares cachés ici.",迷你裙:我是听说这个洞里有很棒的化石才来的,I heard there are very rare fossils here.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0352,MAIN:0x0393B1,Dialogue en jeu,0x0393B1,812,dialogue_19_19,TEAM ROCKET,"TEAM ROCKET :
Mafia Pokémon,
forte et redoutée !",火箭队:宠物精灵黑手党组织火箭队!是又恐怖又强的!,"We,Team Rocket,are Pok@mon gansters!",high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0353,MAIN:0x0393D6,Dialogue en jeu,0x0393D6,817,dialogue_19_19,,Tu me fais encore plus peur...,火箭队:你比我更恐怖...,Darn it all! I blewit!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0354,MAIN:0x0393ED,Dialogue en jeu,0x0393ED,822,dialogue_19_19,,Cette grotte est immense !,迷你裙:洞隆里相当的宽阔呢,Mt.Moon's big isn'tit?,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0355,MAIN:0x039404,Dialogue en jeu,0x039404,827,dialogue_19_19,,C'est immense... Où est la sortie ?,迷你裙:这么大哪边是出口都搞不清楚,How do you get out of here?,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0356,MAIN:0x039420,Dialogue en jeu,0x039420,832,dialogue_19_19,,Tu explores aussi ?,谈判小子:你也是来这里探险的吗?,Did you come to explore too?,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0357,MAIN:0x039440,Dialogue en jeu,0x039440,837,dialogue_19_19,,"Mais où sont donc
les Pokémon rares ?",谈判小子:到底哪里有珍奇的精灵呢?,I came here to showoff my Pok@mon.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0358,MAIN:0x039463,Dialogue en jeu,0x039463,842,dialogue_19_19,,"Oh ! Un gamin !
Tu m'as fait peur !",大叔:原来是小孩子啊!吓我一跳,Whoa!You scared me!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0359,MAIN:0x039477,Dialogue en jeu,0x039477,847,dialogue_19_19,,"Il fait trop sombre
pour un enfant !",大叔:小孩子不可以到这么阴暗的地方闲逛!!,Kids like you shouldn't be here!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0360,MAIN:0x03949D,Dialogue en jeu,0x03949D,852,dialogue_19_19,,"On a du travail !
Rentre chez toi,
gamin !",火箭队:我们正在做重要的工作!小孩子赶快回家!,We're pulling a bigjob here!Get lost!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0361,MAIN:0x0394C3,Dialogue en jeu,0x0394C3,857,dialogue_19_19,,"Pas mal ! Rejoins
la Team Rocket !","火箭队:蛮厉害的嘛,加入我们火箭队吧!",If you see a fossilgive it to me and scram!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0362,MAIN:0x0394F0,Dialogue en jeu,0x0394F0,863,dialogue_19_19,,"Fourrer ton nez
dans les affaires
des adultes,
c'est dangereux !",火箭队:随便闯入大人的世界可是很危险的!,Kids should leave grown-ups alone!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0363,MAIN:0x039514,Dialogue en jeu,0x039514,868,dialogue_19_19,,Ça m'énerve !,火箭队:真令人生气!,Pok@mon lived here long before people came.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0364,MAIN:0x039540,Dialogue en jeu,0x039540,869,dialogue_19_19,,Stop ! J'ai trouvé ces deux fossiles. Ils sont à moi !,"研究员:等一下!这化石是我发现的,两个都是我的!",Stop!I found these fossils! They're mine!,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0365,MAIN:0x03956C,Dialogue en jeu,0x03956C,874,dialogue_19_19,,"Ne me surprends pas
comme ça !",研究员:哇!什么啊!不要突然跟我说话!,What! Don't sneak up on me!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0366,MAIN:0x039589,Dialogue en jeu,0x039589,879,dialogue_19_19,,...,研究员:......,I have to find stronger Pok@mon.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0367,MAIN:0x0395AE,Dialogue en jeu,0x0395AE,882,dialogue_19_19,,"Bon, partageons :
un fossile chacun.
Pas question
de tout garder !","研究员:好吧,就分你一个好了,我和你各拿一个化石,一个人独吞是不行的哟","Okay,I'll share! We'll each take 1! No being greedy!",high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0368,MAIN:0x0395E5,Dialogue en jeu,0x0395E5,888,dialogue_19_19,,"À Cramois'Île,
un labo redonne
vie aux Pokémon
tirés de fossiles.",研究员:听说离这里很远的红莲岛上有宠物精灵的研究所能让化石复活的研究...,Then this is mine! On Cinnabar island there's a Pok@mon research lab that does research on reviving fossilizedPok@mon!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0369,MAIN:0x039660,Dialogue en jeu,0x039660,911,dialogue_19_19,TEAM ROCKET,TEAM ROCKET : Hop là ! Ce fossile est à la Team Rocket ! Rends-toi ou mange ta baffe !,火箭队:等一下!化石是我们火箭队的东西!,Jesse:Stop right there!That fossil is Team Rocket's!,high,adapté d'après Pokémon Jaune (FR),oui,oui,,
D0370,MAIN:0x039698,Dialogue en jeu,0x039698,918,dialogue_19_19,SACHA,"SACHA :
Qui êtes-vous ?",小智:你们是?,James:Surrender nowor prepare to fight!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0371,MAIN:0x0396C5,Dialogue en jeu,0x0396C5,934,dialogue_19_19,JESSIE,"JESSIE :
Nous revoilà !",武藏:既然你诚心诚意的问了,Meowth: Meeouth! That's right!,high,adapté d'après la devise française de l'anime,oui,oui,,
D0372,MAIN:0x0396E6,Dialogue en jeu,0x0396E6,940,dialogue_19_19,TEAM ROCKET,TEAM ROCKET : ??? Ce mioche a gagné ?,小次郎:没想到会输...,Jesse:A brat beat us?,high,adapté d'après Pokémon Jaune (FR),oui,oui,,
D0373,MAIN:0x0396FD,Dialogue en jeu,0x0396FD,942,dialogue_19_19,TEAM ROCKET,"TEAM ROCKET :
La Team Rocket...",武藏:好讨厌的感觉哟...,James:Such a dread-ful twerp!,high,adapté d'après Pokémon Jaune (FR),oui,oui,,
D0374,MAIN:0x03971B,Dialogue en jeu,0x03971B,948,dialogue_19_19,,"À la vitesse
de la lumière...",喵喵:喵...,"Jesse&James:Team Rocket,blast off atthe speed of light!Meouth:Hey!Wait formeeowth!",high,adapté d'après Pokémon Jaune (FR),oui,oui,,
D0375,MAIN:0x039770,Dialogue en jeu,0x039770,967,dialogue_19_19,POLICIER,"POLICIER : Ces gens
ont été volés.
Le coupable ?
La Team Rocket !
Même la police
peine face à eux !","警察:真是可怜!家里糟了小偷,我知道犯人是谁!是火箭队,警察也对他们很头疼呢!","These people were robbed, we believe it's Team Rocket's doing! Even our Police force has trouble with that gang!",high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0376,MAIN:0x0397E8,Dialogue en jeu,0x0397E8,973,dialogue_19_19,,"Hé, Champion !
Ondine utilise
des Pokémon Eau.
Plante absorbe
l'eau.
Électrik paralyse !",裁判:未来的冠军给你一些建议吧!这里的馆长阿霞是使用水系的精灵!如果用植物系的怪物来吸取水份或用电系来使之麻痹也行,"Yo Champ!The LeaderMisty, is a pro whouses water Pok@mon!Try to zap them with electric, or you can use grass types.",high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0377,MAIN:0x039861,Dialogue en jeu,0x039861,979,dialogue_19_19,,"Ton adversaire ?
C'est moi !",游泳男:你的对手是我,I'm 1st!Let's do it,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0378,MAIN:0x039875,Dialogue en jeu,0x039875,983,dialogue_19_19,,Ondine est forte. Elle ne perdra pas contre toi !,游泳男:阿霞会成为一位很强的训练家!才不会输给你呢!,Misty won't lose tosomeone like you!,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0379,MAIN:0x03989A,Dialogue en jeu,0x03989A,988,dialogue_19_19,,Je peux te battre seule. Pas besoin d'Ondine !,游泳女:对付你我就够了!用不着阿霞亲自动手!,I'm more than good enough for you!,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0380,MAIN:0x0398BD,Dialogue en jeu,0x0398BD,993,dialogue_19_19,,J'ai perdu...,游泳女:失败了...,You overwhelmed me.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0381,MAIN:0x0398D1,Dialogue en jeu,0x0398D1,5325,dialogue_19_19,ONDINE,"ONDINE : Ma méthode
est simple : miser
sur le type Eau !
À toi d'affronter
la plus belle fille
du monde !",小霞:你在培养精灵时有什么策略吗?我的策略就是让它成为水系的精灵!让我这个世界第一美少女来成为你的对手吧!,Misty:Pro Trainers have a policy aboutPok@mon.Mine is an all-out offensive approach! What's yours?,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0382,MAIN:0x039937,Dialogue en jeu,0x039937,999,dialogue_19_19,ONDINE,"ONDINE : Battue...
Prends le Badge
Cascade ! Coupe
marche hors combat.
Apprends la CT11
Bulles d'O
à un Pokémon Eau !","小霞:是我输了?没办法!蓝色徽章就给你吧!拥有蓝色徽章就算不是在战斗中也能使用居合斩喔!特技11也送给你吧,特技11是泡沫光线让水系的精灵学吧!",Misty: You're too much! Here's the Cascade Badge to show you beat me! Now you can use theCUT HM!And you can have TM11 too. It teaches BubbleBeam!Use it well!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0383,MAIN:0x0399DC,Dialogue en jeu,0x0399DC,1027,dialogue_19_19,RÉGIS,"RÉGIS : Sacha ! Moi, j'ai de super Pokémon. Montre-moi les tiens !","小茂:嗨!小智,你还为那种事困惑啊?我都抓到又强又棒的精灵!什么什么?你抓了什么啊?让我看看嘛!",Yo Ash!You're stillstruggling along? Me?I'm doing great!I'll show you!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0384,MAIN:0x039A24,Dialogue en jeu,0x039A24,1033,dialogue_19_19,RÉGIS,"RÉGIS : Léo m'a
montré ses Pokémon
rares. Ce célèbre
collectionneur a
enrichi mon Pokédex
et créé le stockage
PC. Tu l'utilises ?
Remercie-le !","小茂:嗨嗨,我到马沙家他给我看了许多珍贵的宠物精灵耶!托他的福,我的精灵图鉴又增加了好几页呢,总之马沙是一位有名的宠物精灵收集家!电脑通信的精灵保管系统也是他做的,如果你也有使用真应该去向他道谢呢","Okay,you won! Hey guess what! I went to Bill's.You know he invented the PC system we use? You should go thank him. Well,I better get rolling! Smell ya later!",high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0385,MAIN:0x039AC6,Dialogue en jeu,0x039AC6,1062,dialogue_19_19,,"Bats 5 Dresseurs !
Un prix t'attend.
Tu peux gagner ?","捉虫少年:如果你能连续打败五人,将可得到丰富的奖品你能胜利吗?",Beat us 5 trainers and win a prize! I'm 1st!,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0386,MAIN:0x039AF5,Dialogue en jeu,0x039AF5,1067,dialogue_19_19,,Pas mal ! Tu peux tous nous battre ?,"捉虫少年:不错,但你能全部胜过我们吗?","I did my best, I have no regrets.",high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0387,MAIN:0x039B19,Dialogue en jeu,0x039B19,1076,dialogue_19_19,,"Je suis deuxième !
Le vrai combat
commence !",迷你裙:第二人正是我!现在才是真正的战斗!,I'm 2nd! Let's go!,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0388,MAIN:0x039B2C,Dialogue en jeu,0x039B2C,1081,dialogue_19_19,,Quatrième ! Tu veux te faire remarquer ?,"迷你裙:我是第四人,你不就是为了引人注目才来的吗?",No.3! I won't be easy!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0389,MAIN:0x039B45,Dialogue en jeu,0x039B45,1084,dialogue_19_19,,"Troisième ! Tu vas
en baver !",谈判小子:第三人登场!我不会给你太好过,I'm No.4!Tired Yet?,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0390,MAIN:0x039B59,Dialogue en jeu,0x039B59,1096,dialogue_19_19,,"Je suis cinquième
et dernier !
En garde !",侦察员:我就是最后的第五人了!来吧!!,No.5! Get ready!,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0391,MAIN:0x039B6A,Dialogue en jeu,0x039B6A,1101,dialogue_19_19,,"Bravo ! Le cadeau
promis est à toi !","火箭队:太精彩了,按照约定这个礼物给你吧",Congrats!You earneda prize!,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0392,MAIN:0x039B86,Dialogue en jeu,0x039B86,1106,dialogue_19_19,,Pierre Lune reçue !,得到月之石,Got Moonstone!,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0393,MAIN:0x039B95,Dialogue en jeu,0x039B95,1112,dialogue_19_19,,La Team Rocket utilise les Pokémon pour étendre son territoire. Rejoins-nous !,"火箭队:加入火箭队吧,我们是专门使用宠物精灵扩充地皮的集团","By the way, want tojoin TEAM ROCKET? Fine! You'll regretthis!",high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0394,MAIN:0x039BD4,Dialogue en jeu,0x039BD4,1119,dialogue_19_19,,"Quel gâchis !
Tu aurais brillé
chez la Team Rocket",火箭队:你还真是强劲!有这样的技术不加入火箭队太可惜了...,Arrgh!You are good!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0395,MAIN:0x039BE8,Dialogue en jeu,0x039BE8,1126,dialogue_19_19,,Je t'ai vu combattre depuis les hautes herbes.,侦察员:我在草堆里都看到了你的表现,I saw you fight at the bridge!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0396,MAIN:0x039C07,Dialogue en jeu,0x039C07,1131,dialogue_19_19,,T'es coriace...,侦察员:你狠...,You are good...,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0397,MAIN:0x039C17,Dialogue en jeu,0x039C17,1141,dialogue_19_19,,"Je l'élève mal.
Je vais relâcher
ce Salamèche...
Si tu t'en occupes,
il est à toi.","男孩:我不会培育宠物精灵,觉的它怪可怜的正想放生这只小火龙...如果你能好好照顾他的话,我就把它送给你如何?",I'm looking for a good home for my Charmander.Can you take care of him?,high,adapté d'après Pokémon Jaune (FR),oui,oui,,
D0398,MAIN:0x039C62,Dialogue en jeu,0x039C62,1146,dialogue_19_19,,"Alors, je vais
le relâcher...",是吗?那我只好放生了...,"Oh,I'll release himthen...",high,adapté d'après Pokémon Jaune (FR),oui,oui,,
D0399,MAIN:0x039C7D,Dialogue en jeu,0x039C7D,1151,dialogue_19_19,,C'est vrai ? Merci beaucoup !,真的?太谢谢你了!,Take care of him.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0400,MAIN:0x039C8F,Dialogue en jeu,0x039C8F,1158,dialogue_19_19,,Encore en forme après avoir franchi le Mont Sélénite ?,大叔:刚刚从观月山下来的还很有精神啊!,I'm still fired up after Mt.Moon!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0401,MAIN:0x039CB1,Dialogue en jeu,0x039CB1,1163,dialogue_19_19,,Quelle force !,大叔:厉害!,You work hard!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0402,MAIN:0x039CC0,Dialogue en jeu,0x039CC0,1164,dialogue_19_19,,"Ici, les Dresseurs
s'entraînent !",谈判小子:这片森林是附近的训练家训练的场所!,Trainers come here to practice!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
