pointer_reference_hex,chinese_target_hex,chinese_record_index,chinese_text,english_target_hex,english_entry_index,english_offset_hex,english_storage,english_text,fidelity_status,review_note
0x0319EB,0x031D62,668,"
秘传23",0x031D62,484,0x031D62,ascii,TM 23,pending_semantic_review,
0x0319ED,0x031D6A,669,"
秘传24",0x031D6A,485,0x031D6A,ascii,TM 24,pending_semantic_review,
0x0319EF,0x031D72,670,"
秘传25",0x031D72,486,0x031D72,ascii,TM 25,pending_semantic_review,
0x0319F1,0x031D7A,671,"
秘传26",0x031D7A,487,0x031D7A,ascii,TM 26,pending_semantic_review,
0x0319F3,0x031D82,672,"
秘传27",0x031D82,488,0x031D82,ascii,TM 27,pending_semantic_review,
0x0319F5,0x031D8A,673,"
秘传28",0x031D8A,489,0x031D8A,ascii,TM 28,pending_semantic_review,
0x0319F7,0x031D92,674,"
秘传29",0x031D92,490,0x031D92,ascii,TM 29,pending_semantic_review,
0x0319F9,0x031D9A,675,"
秘传30",0x031D9A,491,0x031D9A,ascii,TM 30,pending_semantic_review,
0x0319FB,0x031DA2,676,"
秘传31",0x031DA2,492,0x031DA2,ascii,TM 31,pending_semantic_review,
0x0319FD,0x031DAA,677,"
秘传32",0x031DAA,493,0x031DAA,ascii,TM 32,pending_semantic_review,
0x0319FF,0x031DB2,678,"
秘传33",0x031DB2,494,0x031DB2,ascii,TM 33,pending_semantic_review,
0x031A01,0x031DBA,679,"
秘传34",0x031DBA,495,0x031DBA,ascii,TM 34,pending_semantic_review,
0x031A03,0x031DC2,680,"
秘传35",0x031DC2,496,0x031DC2,ascii,TM 35,pending_semantic_review,
0x031A05,0x031DCA,681,"
秘传36",0x031DCA,497,0x031DCA,ascii,TM 36,pending_semantic_review,
0x031A07,0x031DD2,682,"
秘传37",0x031DD2,498,0x031DD2,ascii,TM 37,pending_semantic_review,
0x031A09,0x031DDA,683,"
秘传38",0x031DDA,499,0x031DDA,ascii,TM 38,pending_semantic_review,
0x031A0B,0x031DE2,684,"
秘传39",0x031DE2,500,0x031DE2,ascii,TM 39,pending_semantic_review,
0x031A0D,0x031DEA,685,"
秘传40",0x031DEA,501,0x031DEA,ascii,TM 40,pending_semantic_review,
0x031DF6,0x031E70,686,"
小刚",0x031E6F,503,0x031E6F,ascii,Brock,pending_semantic_review,
0x031DF8,0x031E76,687,"
小霞",0x031E75,504,0x031E75,ascii,Misty,pending_semantic_review,
0x031DFA,0x031E7C,688,"
马其斯",0x031E7B,505,0x031E7B,ascii,Lt.Surge,pending_semantic_review,
0x031DFC,0x031E84,689,"
佳丽亚",0x031E84,506,0x031E84,ascii,Erika,pending_semantic_review,
0x031DFE,0x031E8C,690,"
乔",0x031E8A,507,0x031E8A,ascii,Koga,pending_semantic_review,
0x031E00,0x031E90,691,"
娜梅",0x031E8F,508,0x031E8F,ascii,Sabrina,pending_semantic_review,
0x031E02,0x031E96,692,"
阿桂",0x031E97,509,0x031E97,ascii,Blaine,pending_semantic_review,
0x031E04,0x031E9C,693,"
老大",0x031E9E,510,0x031E9E,ascii,Giovanni,pending_semantic_review,
0x031E06,0x031EA2,694,"
加纳",0x031EA7,511,0x031EA7,ascii,Lorelei,pending_semantic_review,
0x031E08,0x031EA8,695,"
西巴",0x031EAF,512,0x031EAF,ascii,Bruno,pending_semantic_review,
0x031E0A,0x031EAE,696,"
菊子",0x031EB5,513,0x031EB5,ascii,Agatha,pending_semantic_review,
0x031E0C,0x031EB4,697,"
瓦它诺",0x031EBC,514,0x031EBC,ascii,Lance,pending_semantic_review,
0x031E0E,0x031EBC,698,"
武藏小次郎",0x031EC2,515,0x031EC2,ascii,Jesse & James,pending_semantic_review,
0x031E10,0x031EC8,699,"
卡美优",0x031ED0,,,,,unresolved_alignment,
0x031E12,0x031ED0,700,"
大当家",0x031ED8,,,,,unresolved_alignment,
0x031E14,0x031ED8,701,"
二当家",0x031EDD,516,0x031EDD,ascii,Lugia2009,pending_semantic_review,
0x031E16,0x031EE0,702,"
捉虫少年",0x031EE7,517,0x031EE7,ascii,Bug Catcher,pending_semantic_review,
0x031E18,0x031EEA,703,"
侦察员",0x031EF3,518,0x031EF3,ascii,Psychic,pending_semantic_review,
0x031E1A,0x031EF2,704,"
迷你裙",0x031EFB,519,0x031EFB,ascii,Lass,pending_semantic_review,
0x031E1C,0x031EFA,705,"
谈判小子",0x031F00,520,0x031F00,ascii,Schoolkid,pending_semantic_review,
0x031E1E,0x031F04,706,"
火箭队",0x031F0A,521,0x031F0A,ascii,Rocket Grunt>,pending_semantic_review,
0x031E20,0x031F0C,707,"
火箭队",0x031F18,522,0x031F18,ascii,Rocket Grunt=,pending_semantic_review,
0x031E22,0x031F14,708,"
研究员",0x031F26,523,0x031F26,ascii,Scientist,pending_semantic_review,
0x031E24,0x031F1C,709,"
大叔",0x031F30,524,0x031F30,ascii,Hiker,pending_semantic_review,
0x031E26,0x031F22,710,"
游泳男",0x031F36,525,0x031F36,ascii,Swimmer>,pending_semantic_review,
0x031E28,0x031F2A,711,"
游泳女",0x031F3F,526,0x031F3F,ascii,Swimmer=,pending_semantic_review,
0x031E2A,0x031F32,712,"
绅士",0x031F48,527,0x031F48,ascii,Gentleman,pending_semantic_review,
0x031E2C,0x031F38,713,"
大胖子",0x031F52,528,0x031F52,ascii,Fire Breather,pending_semantic_review,
0x031E2E,0x031F40,714,"
水手",0x031F60,529,0x031F60,ascii,Sailor,pending_semantic_review,
0x031E30,0x031F46,715,"
士兵",0x031F67,530,0x031F67,ascii,Cool Trainer>,pending_semantic_review,
0x031E32,0x031F4C,716,"
老爷爷",0x031F75,531,0x031F75,ascii,Cue Ball,pending_semantic_review,
0x031E34,0x031F54,717,"
女孩",0x031F7E,532,0x031F7E,ascii,Jr.Trainer=,pending_semantic_review,
0x031E36,0x031F5A,718,"
职员",0x031F8A,533,0x031F8A,ascii,Super Nerd,pending_semantic_review,
0x031E38,0x031F60,719,"
少年",0x031F95,534,0x031F95,ascii,Youngster,pending_semantic_review,
0x031E3A,0x031F66,720,"
女生",0x031F9F,535,0x031F9F,ascii,Teacher,pending_semantic_review,
0x031E3C,0x031F6C,721,"
大姐姐",0x031FA7,536,0x031FA7,ascii,Kimono Girl,pending_semantic_review,
0x031E3E,0x031F74,722,"
修女",0x031FB3,537,0x031FB3,ascii,Channeler,pending_semantic_review,
0x031E40,0x031F7A,723,"
钓鱼者",0x031FBD,538,0x031FBD,ascii,Fisherman,pending_semantic_review,
0x031E42,0x031F82,724,"
电气团",0x031FC7,539,0x031FC7,ascii,Rocker,pending_semantic_review,
0x031E44,0x031F8A,725,"
捉鸟人",0x031FCE,540,0x031FCE,ascii,Bird Keeper,pending_semantic_review,
0x031E46,0x031F92,726,"
暴走族",0x031FDA,541,0x031FDA,ascii,Biker,pending_semantic_review,
0x031E48,0x031F9A,727,"
忍者",0x031FE0,542,0x031FE0,ascii,Ninja,pending_semantic_review,
0x031E4A,0x031FA0,728,"
空手道",0x031FE6,543,0x031FE6,ascii,Black Belt,pending_semantic_review,
0x031E4C,0x031FA8,729,"
跆拳道",0x031FF1,544,0x031FF1,ascii,Prof.Oak,pending_semantic_review,
0x031E4E,0x031FB0,730,"
超能力",0x031FFA,545,0x031FFA,ascii,Cool Trainer=,pending_semantic_review,
0x031E50,0x031FB8,731,"
精神师",0x032008,546,0x032008,ascii,Pok@Maniac,pending_semantic_review,
0x031E52,0x031FC0,732,"
小偷",0x032013,547,0x032013,ascii,Burglar,pending_semantic_review,
0x031E54,0x031FC6,733,"
训兽师",0x031C36,448,0x031C36,ascii,Will,pending_semantic_review,
0x031E56,0x031FCE,734,"
男孩",0x031C3B,449,0x031C3B,ascii,Jr.Trainer>,pending_semantic_review,
0x031E58,0x031FD4,735,"
魔术师",0x031C47,450,0x031C47,ascii,Juggler,pending_semantic_review,
0x031E5A,0x031FDC,736,"
大姐头",0x031C4F,451,0x031C4F,ascii,Rocket Executive=,pending_semantic_review,
0x031E5C,0x031FE4,737,"
双胞胎",0x031C61,452,0x031C61,ascii,Twins,pending_semantic_review,
0x031E5E,0x031FEC,738,"
叔叔",0x031C67,453,0x031C67,ascii,Pok@Fan>,pending_semantic_review,
0x031E60,0x031FF2,739,"
成熟姐姐",0x031C70,454,0x031C70,ascii,Beauty,pending_semantic_review,
0x031E62,0x031FFC,740,"
神婆",0x031C77,455,0x031C77,ascii,Medium,pending_semantic_review,
0x031E64,0x032002,741,"
大婶婶",0x031C7E,456,0x031C7E,ascii,Pok@Fan=,pending_semantic_review,
0x031E66,0x03200A,742,"
滑雪女",0x032161,548,0x032161,ascii,Skier,pending_semantic_review,
0x031E68,0x032012,743,"
滑雪男",0x032167,549,0x032167,ascii,Boarder,pending_semantic_review,
0x03201E,0x032161,744,"
在阳光的照耀下种子慢慢生长",0x030898,139,0x030898,ascii,It uses the bulb on it's back to storeenergy.,pending_semantic_review,
0x032020,0x03217D,745,"
背部能开出美丽的花",0x036950,1032,0x036950,ascii,The bulb on its back has a sweet aroma,pending_semantic_review,
0x032022,0x032191,746,"
花的香气让人心情好",0x036978,1033,0x036978,ascii,It stays on the move to seek sunlightfor energy,pending_semantic_review,
0x032024,0x0321A5,747,"
用尾巴的火焰表达心情",0x03217A,551,0x03217A,ascii,Steam is saidto spout fromit's tail when it rains,pending_semantic_review,
0x032026,0x0321BB,748,"
转动尾巴点燃火焰让周围温度上升",0x0369AA,1034,0x0369AA,ascii,It blows blueand white flames when it's enraged,pending_semantic_review,
0x032028,0x0321DB,749,"
吐出的高温火焰可以烧化岩石",0x0369DE,1035,0x0369DE,ascii,It spits firethat's hot enough to melt boulders,pending_semantic_review,
0x03202A,0x0321F7,750,"
身体有坚硬的外壳可发出强烈的泡沫",0x0321AF,552,0x0321AF,ascii,It withdraws into its shell when indanger,pending_semantic_review,
0x03202C,0x032219,751,"
隐藏在水中等待食物游泳速度很快",0x0321DD,553,0x0321DD,ascii,"To swim fast,it uses its ears to main-tain balance",pending_semantic_review,
0x03202E,0x032239,752,"
背上喷射口像火箭一样喷射厉害水流",0x032211,554,0x032211,ascii,A very brutalPok@mon with powerful jetson its back,pending_semantic_review,
0x032030,0x03225B,753,"
足虽短但很有力量",0x036A13,1036,0x036A13,ascii,Its feet havesuction pads that help it climb trees,pending_semantic_review,
0x032032,0x03226D,754,"
外壳变硬前受到攻击会流出液体",0x032244,555,0x032244,ascii,It hardens its shell to protect its weak body,pending_semantic_review,
0x032034,0x03228B,755,"
能放出毒粉顺利飞行",0x036A46,1037,0x036A46,ascii,Its water- proof wings lets it fly in the rain,pending_semantic_review,
0x032036,0x03229F,756,"
喜欢吃树叶头上长着坚利的针",0x032275,556,0x032275,ascii,It hides in grass and bushes to eatleaves,pending_semantic_review,
0x032038,0x0322BB,757,"
自己几乎不移动危险时会变硬保护",0x036A79,1038,0x036A79,ascii,It may stick out its stin-ger to poisonan enemy,pending_semantic_review,
0x03203A,0x0322DB,758,"
告诉飞行用大的毒针刺敌人",0x0322A3,557,0x0322A3,ascii,It jabs foes with its 3 poisonous stingers,pending_semantic_review,
0x03203C,0x0322F5,759,"
多分布在森林和草地",0x0322D3,558,0x0322D3,ascii,It will oftenkick up sand to protect itself,pending_semantic_review,
0x03203E,0x032309,760,"
拥有属于自己的地盘攻击入侵的敌人",0x036AA9,1039,0x036AA9,ascii,It constantlyflies around in search of prey,pending_semantic_review,
0x032040,0x03232B,761,"
寻找食物的时候贴在水面滑行",0x032301,559,0x032301,ascii,It skims the surface of water to pickoff Magikarp,pending_semantic_review,
0x032042,0x032347,762,"
身体小但移动灵敏",0x036AD5,1040,0x036AD5,ascii,"Very common, if you see itthere may be 40 more near",pending_semantic_review,
0x032044,0x032359,763,"
移动较慢长着厉害的门牙",0x032335,560,0x032335,ascii,"Its feet are webbed, whichit uses to swim and hunt",pending_semantic_review,
0x032046,0x032371,764,"
以虫子为食喜欢整理羽毛",0x036B09,1041,0x036B09,ascii,"Eats bugs in grassy areas,and can fly very quickly",pending_semantic_review,
0x032048,0x032389,765,"
有很大的翅膀可以在天空飞行",0x036B3D,1042,0x036B3D,ascii,"With its hugewings, it canfly without ever resting",pending_semantic_review,
0x03204A,0x0323A5,766,"
能吞下波波或大嘴雀的蛋",0x03236A,561,0x03236A,ascii,Moves quietlyand eats the eggs of bird Pok@mon,pending_semantic_review,
0x03204C,0x0323BD,767,"
样子可怕不用战斗就能吓跑敌人",0x032399,562,0x032399,ascii,The markings on its belly serve as a warning,pending_semantic_review,
0x03204E,0x0323DB,768,"
很多聚在一起可以引发闪电",0x036B71,1043,0x036B71,ascii,"When several get together,they could cause a storm",pending_semantic_review,
0x032050,0x0323F5,769,"
有很长的尾巴可以保护身体",0x0323C8,563,0x0323C8,ascii,Its tail actsas a ground to guard it from shocks,pending_semantic_review,
0x032052,0x03240F,770,"
喜欢挖洞隐藏吃食物时才出来",0x0323FB,564,0x0323FB,ascii,Lives in aridlocations farfrom water,pending_semantic_review,
0x032054,0x03242B,771,"
身体团起来时像个刺球",0x036BA6,1044,0x036BA6,ascii,"If its claws break,they'llgrow back in a day",pending_semantic_review,
0x032056,0x032441,772,"
身体虽小但有毒牙要小心",0x032420,565,0x032420,ascii,Its venomous barbs render this Pok@mon dangerous,pending_semantic_review,
0x032058,0x032459,773,"
喜欢对战的精灵",0x036BD3,1045,0x036BD3,ascii,This Pok@mon prefers phys-ical attacks like biting,pending_semantic_review,
0x03205A,0x032469,774,"
有坚硬的鳞可以保护身体",0x036C06,1046,0x036C06,ascii,It uses its hefty bulk toexecute very strong moves,pending_semantic_review,
0x03205C,0x032481,775,"
遇到危险身体的刺可以放出强烈的毒",0x036C3A,1047,0x036C3A,ascii,"If it senses danger,it'll attack using its horns",pending_semantic_review,
0x03205E,0x0324A3,776,"
遇到危险时发出攻击",0x032451,566,0x032451,ascii,An aggressivePok@mon that is quick to attack,pending_semantic_review,
0x032060,0x0324B7,777,"
能挥动大尾巴攻击敌人",0x03247F,567,0x03247F,ascii,It uses its tail to breakthe bones of its prey,pending_semantic_review,
0x032062,0x0324CD,778,"
长的可爱惹很多的喜爱",0x0324AF,568,0x0324AF,ascii,This Pok@mon has many adm-irers and is very rare,pending_semantic_review,
0x032064,0x0324E3,779,"
胆子小一遇到危险就跑",0x036C6B,1048,0x036C6B,ascii,A timid Pok@-mon that willrun if it senses people,pending_semantic_review,
0x032066,0x0324F9,780,"
出生只有一条尾巴长大后尾巴会增加",0x0324E0,569,0x0324E0,ascii,"As it grows, its tails split to formmore tails",pending_semantic_review,
0x032068,0x03251B,781,"
尾巴长到九条变的聪明",0x036CA0,1049,0x036CA0,ascii,It's said 9 saints were reincarnated as Ninetales,pending_semantic_review,
0x03206A,0x032531,782,"
能发出催人入眠的歌声",0x036CD4,1050,0x036CD4,ascii,It sings a melody that lulls the foeto sleep,pending_semantic_review,
0x03206C,0x032547,783,"
被激怒身体会吸取意气变大",0x032512,570,0x032512,ascii,When angered it will infl-ate to an en-ormous size,pending_semantic_review,
0x03206E,0x032561,784,"
能发出超声波寻找目标",0x032545,571,0x032545,ascii,Lives in darkplaces. Uses sound waves to see,pending_semantic_review,
0x032070,0x032577,785,"
专门靠吸血为生",0x036D04,1051,0x036D04,ascii,It will not stop drainingits victim once it bites,pending_semantic_review,
0x032072,0x032587,786,"
身体常常贴在地面慢慢移动",0x036D39,1052,0x036D39,ascii,It buries it-self in the day& at nightsows seeds,pending_semantic_review,
0x032074,0x0325A1,787,"
能分泌液体吸引食物",0x036D6B,1053,0x036D6B,ascii,It oozes nec-tar from its mouth to lureprey,pending_semantic_review,
0x032076,0x0325B5,788,"
带有很多花粉头很重",0x032573,572,0x032573,ascii,Flaps its petals to scatter pois-onous pollen,pending_semantic_review,
0x032078,0x0325C9,789,"
喜欢住在洞穴中",0x0325A7,573,0x0325A7,ascii,It absorbs energy from the roots of trees,pending_semantic_review,
0x03207A,0x0325D9,790,"
身体比虫大爱潮湿的地方",0x036D97,1054,0x036D97,ascii,The mushroom on its back drains energyfrom Parasect,pending_semantic_review,
0x03207C,0x0325F1,791,"
在大树下生活爱吃小虫子",0x036DCC,1055,0x036DCC,ascii,Lives in the shadows of trees where it eats bugs,pending_semantic_review,
0x03207E,0x032609,792,"
扇动翅膀放出有毒的粉",0x0325D4,574,0x0325D4,ascii,The powdery scales on itswings containstrong poison,pending_semantic_review,
0x032080,0x03261F,793,"
在底下一公里处生活",0x036E00,1056,0x036E00,ascii,Lives undergr-ound where it feeds on plant roots,pending_semantic_review,
0x032082,0x032633,794,"
挖洞的本领非常强大",0x032609,575,0x032609,ascii,A team of diglets that cantrigger earthquakes,pending_semantic_review,
0x032084,0x032647,795,"
喜欢钱币形状的东西",0x036E33,1057,0x036E33,ascii,Loves shiny things and often wandersto find coins,pending_semantic_review,
0x032086,0x03265B,796,"
属于很多人喜欢的生物",0x036E68,1058,0x036E68,ascii,"Although veryadmired, it is hard to keep as a pet",pending_semantic_review,
0x032088,0x032671,797,"
有很强的意念",0x032637,576,0x032637,ascii,Uses psychic powers when its headachesbecome worse,pending_semantic_review,
0x03208A,0x03267F,798,"
喜欢在水里游泳",0x036E9D,1059,0x036E9D,ascii,It swims verygracefully using broad flippers,pending_semantic_review,
0x03208C,0x03268F,799,"
平时温和发怒时非常可怕",0x03266B,577,0x03266B,ascii,Its angered easily and won't hesit- ate to attack,pending_semantic_review,
0x03208E,0x0326A7,800,"
生气时追着对手不放",0x036ECD,1060,0x036ECD,ascii,"Always angry,will chase its prey tillits caught",pending_semantic_review,
0x032090,0x0326BB,801,"
保护自己的领地不让任何人靠近",0x036EFF,1061,0x036EFF,ascii,"Very territo-rial, it willbark to repelintruders",pending_semantic_review,
0x032092,0x0326D9,802,"
奔跑速度和风一样快",0x0326A0,578,0x0326A0,ascii,"Admired for its beauty, it runs as ifits on wings",pending_semantic_review,
0x032094,0x0326ED,803,"
在水里生活的精灵",0x036F30,1062,0x036F30,ascii,It appears toprefer swimm-ing than try-ing to stand,pending_semantic_review,
0x032096,0x0326FF,804,"
地上水中都能生活",0x0326D4,579,0x0326D4,ascii,It uses the spiral on itsbelly to makeits foe sleep,pending_semantic_review,
0x032098,0x032711,805,"
擅长游泳速度惊人",0x036F64,1063,0x036F64,ascii,A strong swi-mmer that canbeat championswimmers,pending_semantic_review,
0x03209A,0x032723,806,"
发现敌人后会乘机逃跑",0x036F94,1064,0x036F94,ascii,It can read minds and it will teleportif in danger,pending_semantic_review,
0x03209C,0x032739,807,"
身体发出射线让敌人头疼",0x032709,580,0x032709,ascii,Waves emittedfrom its bodycan induce headaches,pending_semantic_review,
0x03209E,0x032751,808,"
有比超级计算机还灵敏的技能",0x036FC8,1065,0x036FC8,ascii,"It can memor-ize anything,and never forgets anything",pending_semantic_review,
0x0320A0,0x03276D,809,"
喜欢锻炼身体",0x03273A,581,0x03273A,ascii,It trains in martial arts to become stronger,pending_semantic_review,
0x0320A2,0x03277B,810,"
力量强大的生物",0x036FFD,1066,0x036FFD,ascii,The belt it wears limits its incred- ible strength,pending_semantic_review,
0x0320A4,0x03278B,811,"
有厉害的胳膊可以攻击敌人",0x03276A,582,0x03276A,ascii,It can throw punches that sends its foeflying,pending_semantic_review,
0x0320A6,0x0327A5,812,"
爱吃小虫子",0x037032,1067,0x037032,ascii,It ensnares tiny insects with vines and eats them,pending_semantic_review,
0x0320A8,0x0327B1,813,"
能喷出毒粉阻止敌人移动",0x037067,1068,0x037067,ascii,When hungry it swallows anything thatmoves,pending_semantic_review,
0x0320AA,0x0327C9,814,"
被它攻击后很难生还",0x032798,583,0x032798,ascii,Lures prey with an aromathen swallowsthem whole,pending_semantic_review,
0x0320AC,0x0327DD,815,"
在海上漂浮",0x037094,1069,0x037094,ascii,"Drifts in shallow seas,will attack using acid",pending_semantic_review,
0x0320AE,0x0327E9,816,"
触手在刺中食物的时候可以变长",0x0370C6,1070,0x0370C6,ascii,They ensnare prey using their numer- ous tentacles,pending_semantic_review,
0x0320B0,0x032807,817,"
多生长在草原和山区",0x0327CA,584,0x0327CA,ascii,"Mistaken for boulders,theyare often stepped on",pending_semantic_review,
0x0320B2,0x03281B,818,"
常常在山坡地带活动",0x0370FB,1071,0x0370FB,ascii,It rolls overany obstacle without avoiding them,pending_semantic_review,
0x0320B4,0x03282F,819,"
身体像岩石一样坚硬",0x0327FC,585,0x0327FC,ascii,It can with- stand blasts from dynamitew/out damage,pending_semantic_review,
0x0320B6,0x032843,820,"
蹄比金刚石还坚硬能踩坏任何东西",0x037130,1072,0x037130,ascii,Its hooves are 10 times harder than diamonds,pending_semantic_review,
