surface,stable_key,domain,source_text,previous_english,reviewed_english,status,review_class,reason,encoded_length,layout
catalogue,MAIN:0x034656,fixed_or_dynamic,"卡美优:小智,我知道你一定会来的!这一战应该没有任何遗憾吧!!来吧,准备好了吗?","KAMEIYU: Ash, I knew you'd come! Battle with no regrets! Ready?","KAMEIYU: Ash, I knew you'd come! Battle with no regrets! Ready?",reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",63,raw
catalogue,MAIN:0x0346A1,dialogue,"卡美优:不错,你的实力在这个石英地区已经无人能敌了,但别忘了人外有人天外有天啊,在这个世界上还存在别的大陆...有机会的话一定要去宝石大陆看看,那里有这里所没有的精灵!!!那么你的精灵图鉴如果收集齐了的话再来找我吧!","KAMEIYU: Not bad! None in Kanto can match you, but stronger people live on other continents. Visit Hoenn for Pokémon Kanto lacks! Return with a complete Pokédex.","KAMEIYU: Not bad! None in Kanto can match you, but stronger people live on other continents. Visit Hoenn for Pokémon Kanto lacks! Return with a complete Pokédex.",reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",179,dialogue_19_19
catalogue,MAIN:0x034739,dialogue,"卡美优:有机会的话一定要去宝石大陆看看,那里有这里所没有的精灵!!!那么你的精灵图鉴如果收集齐了的话再来找我吧!",KAMEIYU: Visit Hoenn for Pokémon Kanto lacks! Return with a complete Pokédex.,KAMEIYU: Visit Hoenn for Pokémon Kanto lacks! Return with a complete Pokédex.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",84,dialogue_19_19
catalogue,MAIN:0x0347A2,dialogue,"卡美优:你已经成功了收集石英地区所有的精灵,真了不起!好吧这只梦幻就送给你吧!恭喜你完成了精灵图鉴!!","KAMEIYU: Amazing! You collected every Kanto Pokémon. Take this Mew! Congrats, Pokédex complete!",KAMEIYU: Amazing! You collected every Kanto Pokémon. Take this Mew! Congratulations! You completed the Pokédex!,corrected,natural_english,Turns the completion fragment into a full congratulatory sentence.,122,dialogue_19_19
catalogue,MAIN:0x0347BD,dialogue,得到梦幻,Got Mew!,Got Mew!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,dialogue_19_19
catalogue,MAIN:0x0347CB,dialogue,妈妈:你完成精灵图鉴了吗?,MOM: Is your Pokédex complete?,Is your Pokédex complete?,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'MOM', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",28,dialogue_19_19
catalogue,MAIN:0x034862,dialogue,裁判:你真是好样的!,REFEREE: Well done!,Well done!,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'REFEREE', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",10,dialogue_19_19
catalogue,MAIN:0x034873,dialogue,卡美优:我认输!这样总行了吧!,KAMEIYU: I surrender! Happy now?,KAMEIYU: I surrender! Happy now?,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",42,dialogue_19_19
catalogue,MAIN:0x034887,dialogue,蓓蓓:你真的是很棒耶!,BEIBEI: You're great!,BEIBEI: You're great!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",25,dialogue_19_19
catalogue,MAIN:0x0348B5,dialogue,"小李:再骚扰的话,本大爷要报警了...!","XIAO LI: Bother me again, and I'll call the police...!",XIAO LI: Bother me again and I'll call the police!,corrected,natural_english,Removes the nonstandard ellipsis-plus-exclamation ending.,49,dialogue_19_19
catalogue,MAIN:0x034927,dialogue,得到无,Got nothing.,Got nothing.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",12,dialogue_19_19
catalogue,MAIN:0x03492F,dialogue,得到精灵球,Got Poké Ball!,Got Poké Ball!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",14,dialogue_19_19
catalogue,MAIN:0x03493B,dialogue,得到超级球,Got Great Ball!,Got Great Ball!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",15,dialogue_19_19
catalogue,MAIN:0x034949,dialogue,得到超力球,Got Ultra Ball!,Got Ultra Ball!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",15,dialogue_19_19
catalogue,MAIN:0x034953,dialogue,得到大师球,Got Master Ball!,Got Master Ball!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",16,dialogue_19_19
catalogue,MAIN:0x03495F,dialogue,得到伤药,Got Potion!,Got Potion!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",11,dialogue_19_19
catalogue,MAIN:0x034969,dialogue,得到好伤药,Got Super Potion!,Got Super Potion!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",17,dialogue_19_19
catalogue,MAIN:0x034973,dialogue,得到超级伤药,Got Hyper Potion!,Got Hyper Potion!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",17,dialogue_19_19
catalogue,MAIN:0x034981,dialogue,得到最大伤药,Got Max Potion!,Got Max Potion!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",15,dialogue_19_19
catalogue,MAIN:0x034990,dialogue,得到解毒药,Got Antidote!,Got Antidote!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",13,dialogue_19_19
catalogue,MAIN:0x03499D,dialogue,得到睡醒药,Got an Awakening!,Got an Awakening!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",17,dialogue_19_19
catalogue,MAIN:0x0349B3,dialogue,得到冰冻药,Got Ice Heal!,Got Ice Heal!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",13,dialogue_19_19
catalogue,MAIN:0x0349BF,dialogue,得到烧伤药,Got Burn Heal!,Got Burn Heal!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",14,dialogue_19_19
catalogue,MAIN:0x0349CC,dialogue,得到万能恢复,Got Full Heal!,Got Full Heal!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",14,dialogue_19_19
catalogue,MAIN:0x0349DA,dialogue,得到精神药,Got Revive!,Got Revive!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",11,dialogue_19_19
catalogue,MAIN:0x0349E5,dialogue,得到PP提升,Got PP Up!,Got Ether!,corrected,executable_context,"The executable item slot and 10-PP description identify Ether, not PP Up.",10,dialogue_19_19
catalogue,MAIN:0x0349F2,dialogue,得到PP最大,Got PP Max!,Got Max Ether!,corrected,executable_context,"The executable item slot and full-PP description identify Max Ether, not PP Max.",14,dialogue_19_19
catalogue,MAIN:0x0349FF,dialogue,得到神奇糖果,Got Rare Candy!,Got Rare Candy!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",15,dialogue_19_19
catalogue,MAIN:0x034A0D,dialogue,得到火之石,Got Fire Stone!,Got Fire Stone!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",15,dialogue_19_19
catalogue,MAIN:0x034A19,dialogue,得到水之石,Got Water Stone!,Got Water Stone!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",16,dialogue_19_19
catalogue,MAIN:0x034A25,dialogue,得到雷之石,Got Thunder Stone!,Got Thunder Stone!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",18,dialogue_19_19
catalogue,MAIN:0x034A31,dialogue,得到叶之石,Got Leaf Stone!,Got Leaf Stone!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",15,dialogue_19_19
catalogue,MAIN:0x034A3D,dialogue,得到月之石,Got Moon Stone!,Got Moon Stone!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",15,dialogue_19_19
catalogue,MAIN:0x034A49,dialogue,得到包裹,Got Oak's Parcel!,Got Oak's Parcel!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",17,dialogue_19_19
catalogue,MAIN:0x034A52,dialogue,得到精灵图鉴,Got Pokédex!,Got Pokédex!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",12,dialogue_19_19
catalogue,MAIN:0x034A60,dialogue,得到地图,Got Town Map!,Got Town Map!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",13,dialogue_19_19
catalogue,MAIN:0x034A6A,dialogue,得到菊石化石,Got Helix Fossil!,Got Helix Fossil!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",17,dialogue_19_19
catalogue,MAIN:0x034A78,dialogue,得到盔甲化石,Got Dome Fossil!,Got Dome Fossil!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",16,dialogue_19_19
catalogue,MAIN:0x034A86,dialogue,得到船票,Got S.S. Ticket!,Got S.S. Ticket!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",16,dialogue_19_19
catalogue,MAIN:0x034A90,dialogue,得到矿泉水,Got Fresh Water!,Got Fresh Water!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",16,dialogue_19_19
catalogue,MAIN:0x034A9C,dialogue,得到精灵眼镜,Got Silph Scope!,Got Silph Scope!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",16,dialogue_19_19
catalogue,MAIN:0x034AAA,dialogue,得到精灵笛,Got Poké Flute!,Got Poké Flute!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",15,dialogue_19_19
catalogue,MAIN:0x034AB6,dialogue,得到金牙,Got Gold Teeth!,Got Gold Teeth!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",15,dialogue_19_19
catalogue,MAIN:0x034AC0,dialogue,得到梦幻船票,Got Mystic Ticket!,Got Mystic Ticket!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",18,dialogue_19_19
catalogue,MAIN:0x034ACE,dialogue,得到居合斩,Got HM01: CUT!,Got HM01: CUT!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",14,dialogue_19_19
catalogue,MAIN:0x034ADA,dialogue,得到飞天术,Got HM02: FLY!,Got HM02: FLY!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",14,dialogue_19_19
catalogue,MAIN:0x034C03,dialogue,欢迎!,Welcome!,Welcome!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,dialogue_19_19
catalogue,MAIN:0x034C09,dialogue,欢迎!到精灵中心可以恢复精灵的体力.,Welcome! We heal Pokémon to perfect health!,Welcome! We heal Pokémon to perfect health!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",45,dialogue_19_19
