stable_key,record_type,entry_index,dialogue_id,category,source_offset_or_pointer,script_line,pointer_references,selected_pointer_references,layout,speaker,chinese_record_indexes,chinese_offsets,chinese_text,english_2015_storage,english_2015,french_v2_gloss,english_v2,editorial_origin,alignment_method,alignment_confidence,source_resolution,review_status,encoded_length,source_capacity_bytes,compression,compression_justification,fidelity_comment,secondary_french_provenance,multi_source_mode,pointer_variant_count,storage_overlap_group,storage_overlap_role
MAIN:0x0314BA,MAIN,287,,Ordinary text,0x0314BA,5983,0x031093,0x031093,,,477,0x0314CA,龙之舞,graphical_codes,<B42D><B42F><B431>,Danse Draco,DrgnDnce,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,8,6,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese dragon-dance label directly matches Dragon Dance. The executable eight-character battle cell displays DrgnDnce for the full move name Dragon Dance.,French v2 secondary gloss only,,,,
MAIN:0x0314C1,MAIN,288,,Ordinary text,0x0314C1,5984,0x031095,0x031095,,,478,0x0314D2,打落,graphical_codes,<B7EF><B7F1><B7F3>,Sabotage,KnockOff,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,8,6,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese knock-down or knock-away label and Dark-move sequence identify KnockOff. The eight-character battle label uses KnockOff so adjacent moves remain visually separated.,French v2 secondary gloss only,,,,
MAIN:0x0314CB,MAIN,289,,Ordinary text,0x0314CB,5985,0x031097,0x031097,,,479,0x0314D8,追击,graphical_codes,<B433><B435><B437>,Feinte,Pursuit,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,7,6,no,,Corrects the shifted witness: the Chinese explicitly names pursuit or chasing.,French v2 secondary gloss only,,,,
MAIN:0x0314D2,MAIN,290,,Ordinary text,0x0314D2,5627,0x031099,0x031099,,,480,0x0314DE,齿突,ascii,Bite,Morsure,Bite,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,4,4,no,,The Chinese tooth-thrust label and Dark-move context identify Bite.,French v2 secondary gloss only,,,,
MAIN:0x0314D7,MAIN,291,,Ordinary text,0x0314D7,5628,0x03109B,0x03109B,,,481,0x0314E4,咬碎,ascii,Crunch,Mâchouille,Crunch,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,6,no,,The Chinese crushing-bite label directly matches Crunch.,French v2 secondary gloss only,,,,
MAIN:0x0314DE,MAIN,292,,Ordinary text,0x0314DE,5986,0x03109D,0x03109D,,,482,0x0314EA,钢之爪,graphical_codes,<B439><B43B><B43D>,Griffe Acier,MetlClaw,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,8,6,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese steel-claw label directly identifies Metal Claw. The executable eight-character battle cell displays MetlClaw for the full move name Metal Claw.,French v2 secondary gloss only,,,,
MAIN:0x0314E5,MAIN,293,,Ordinary text,0x0314E5,5987,0x03109F,0x03109F,,,483,0x0314F2,钢之翼,graphical_codes,<B43F><B441><B443>,Aile d'Acier,StelWing,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,8,6,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese steel-wing label directly matches Steel Wing. The executable eight-character battle cell displays StelWing for the full move name Steel Wing.,French v2 secondary gloss only,,,,
MAIN:0x0314EC,MAIN,294,,Ordinary text,0x0314EC,5988,0x0310A1,0x0310A1,,,484,0x0314FA,钢之尾,graphical_codes,<B7F5><B7F7>,Queue de Fer,IronTail,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,8,4,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,"The Chinese steel-tail concept and Steel-move slot identify the official move IronTail, not a different mechanic. The eight-character battle label uses IronTail so adjacent moves remain visually separated.",French v2 secondary gloss only,,,,
MAIN:0x0314F1,MAIN,295,,Ordinary text,0x0314F1,5629,,0x0310A1,,,484,0x0314FA,钢之尾,ascii,Tail,Queu,Iron,translated_directly_from_reviewed_chinese_source_ai_review,containing_offset,medium,reviewed_source_adjudication,ai_source_reviewed,4,4,yes,Fixed four-byte move-name cell; Iron preserves the move's defining material and avoids ambiguity with Tail Whip.,"The reviewed move is Iron Tail; the fixed four-byte move-name cell retains Iron, which distinguishes it from Tail Whip.",French v2 secondary gloss only,,,,
MAIN:0x0314F6,MAIN,296,,Ordinary text,0x0314F6,5989,0x0310A3,0x0310A3,,,485,0x031502,慧星拳,graphical_codes,<B445><B447><B449>,Poing Météore,MetrMash,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,8,6,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The apparent Chinese character typo still denotes a meteor punch; its Steel-move position resolves it as Meteor Mash. The executable eight-character battle cell displays MetrMash for the full move name Meteor Mash.,French v2 secondary gloss only,,,,
MAIN:0x0314FD,MAIN,297,,Ordinary text,0x0314FD,5990,0x0310A5,0x0310A5,,,486,0x03150A,铁壁,graphical_codes,<B44B><B44D><B44F><B451>,Mur de Fer,IronDef,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,7,8,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese iron-wall label directly identifies Iron Defense. The executable eight-character battle cell displays IronDef for the full move name Iron Defense.,French v2 secondary gloss only,,,,
MAIN:0x031506,MAIN,298,,Ordinary text,0x031506,4853,0x0310A7,0x0310A7,,,487,0x031510,跳跃,ascii,Splash,Trempette,Splash,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,6,no,,The generic leap label is mechanically resolved as Splash by this move-table slot and both aligned witnesses; Bounce already occupies its own earlier slot.,French v2 secondary gloss only,,,,
MAIN:0x03150D,MAIN,299,,Ordinary text,0x03150D,5991,0x0310A9,0x0310A9,,,488,0x031516,音速波,graphical_codes,<B453><B455><B457>,Tour Rapide,SonicBom,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,8,6,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,Corrects the shifted French witness: the Chinese sonic-wave label identifies Sonic Boom. The executable eight-character battle cell displays SonicBom for the full move name Sonic Boom.,French v2 secondary gloss only,,,,
MAIN:0x031514,MAIN,300,,Ordinary text,0x031514,4854,0x0310AB,0x0310AB,,,489,0x03151E,撞击,ascii,Tackle,Charge,Tackle,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,6,no,,The Chinese collision or body-check label directly matches Tackle.,French v2 secondary gloss only,,,,
MAIN:0x03151B,MAIN,301,,Ordinary text,0x03151B,4855,0x0310AD,0x0310AD,,,490,0x031524,刀背打,ascii,Scratch,Griffe,FlsSwipe,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,8,7,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,Corrects the old Scratch mismatch: the Chinese blunt-edge strike is the established label for False Swipe. The executable eight-character battle cell displays FlsSwipe for the full move name False Swipe.,French v2 secondary gloss only,,,,
MAIN:0x031523,MAIN,302,,Ordinary text,0x031523,5630,0x0310AF,0x0310AF,,,491,0x03152C,抓,ascii,Pound,Écras'Face,Scratch,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,7,5,no,,"The Chinese clawing or scratching label identifies Scratch, not the shifted old Pound entry.",French v2 secondary gloss only,,,,
MAIN:0x031529,MAIN,303,,Ordinary text,0x031529,5992,0x0310B1,0x0310B1,,,492,0x031530,电光石火,graphical_codes,<B459><B45B><B45D>,Vive-Attaque,QuickAtk,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,8,6,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese lightning-fast action idiom directly identifies Quick Attack. The executable eight-character battle cell displays QuickAtk for the full move name Quick Attack.,French v2 secondary gloss only,,,,
MAIN:0x031530,MAIN,304,,Ordinary text,0x031530,4856,0x0310B3,0x0310B3,,,493,0x03153A,招财猫,ascii,Pay Day,Jackpot,Pay Day,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,7,7,no,,The beckoning lucky-cat label and executable slot concord with Pay Day.,French v2 secondary gloss only,,,,
MAIN:0x031538,MAIN,305,,Ordinary text,0x031538,4857,0x0310B5,0x0310B5,,,494,0x031542,鼾声,ascii,Fake Out,Bluff,Snore,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,5,8,no,,"Corrects the old Fake Out mismatch: the Chinese explicitly means the sound of snoring, identifying Snore.",French v2 secondary gloss only,,,,
MAIN:0x031541,MAIN,306,,Ordinary text,0x031541,5631,0x0310B7,0x0310B7,,,495,0x031548,居合斩,ascii,Cut,Coupe,Cut,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,3,3,no,,The Chinese iai-cut technique and executable move slot identify Cut.,French v2 secondary gloss only,,,,
MAIN:0x031545,MAIN,307,,Ordinary text,0x031545,5632,0x0310B9,0x0310B9,,,496,0x031550,流星,ascii,Swift,Météores,Swift,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,5,5,no,,The Chinese meteor label is the established source name for Swift in this slot.,French v2 secondary gloss only,,,,
MAIN:0x03154B,MAIN,308,,Ordinary text,0x03154B,5633,0x0310BB,0x0310BB,,,497,0x031556,角突,ascii,Stomp,Écrasement,HornAtk,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,7,5,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,"Corrects the old Stomp mismatch: the Chinese explicitly describes a horn thrust, identifying Horn Attack. The executable eight-character battle cell displays HornAtk for the full move name Horn Attack.",French v2 secondary gloss only,,,,
MAIN:0x031551,MAIN,309,,Ordinary text,0x031551,5993,0x0310BD,0x0310BD,,,498,0x03155C,崩击之爪,graphical_codes,<B501><B503><B505>,Éclate Griffe,CrshClaw,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,8,6,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese crushing-claw label directly identifies Crush Claw. The executable eight-character battle cell displays CrshClaw for the full move name Crush Claw.,French v2 secondary gloss only,,,,
MAIN:0x031558,MAIN,310,,Ordinary text,0x031558,5994,0x0310BF,0x0310BF,,,499,0x031566,秘密力量,graphical_codes,<B507><B509><B50B>,Puissance Cachée,SecrtPwr,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,8,6,yes,The executable battle grid provides nine-character move cells; Secret Power is displayed as SecrtPwr.,The Chinese secret-power label identifies Secret Power; the French witness names a different move and is not followed. The executable nine-character battle cell displays SecrtPwr for the full move name Secret Power.,French v2 secondary gloss only,,,,
MAIN:0x03155F,MAIN,311,,Ordinary text,0x03155F,5995,0x0310C1,0x0310C1,,,500,0x031570,必杀门牙,graphical_codes,<B50D><B50F><B511>,Croc de Mort,HyprFang,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,8,6,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese finishing-fang term is the established source label for Hyper Fang. The executable eight-character battle cell displays HyprFang for the full move name Hyper Fang.,French v2 secondary gloss only,,,,
MAIN:0x031566,MAIN,312,,Ordinary text,0x031566,5996,0x0310C3,0x0310C3,,,501,0x03157A,三角攻击,graphical_codes,<B513><B515><B517>,Coupe-Vent,Tri Atk,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,7,6,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,"Corrects the shifted French witness: the Chinese explicitly names a triangular attack, Tri Attack. The executable eight-character battle cell displays Tri Atk for the full move name Tri Attack.",French v2 secondary gloss only,,,,
MAIN:0x03156D,MAIN,313,,Ordinary text,0x03156D,5997,0x0310C5,0x0310C5,,,502,0x031584,舍身一击,graphical_codes,<B519><B51B><B51D>,Damoclès,Dbl-Edge,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,8,6,yes,The executable battle grid provides nine-character move cells; Double-Edge is displayed as Dbl-Edge.,The Chinese self-sacrificing strike label directly identifies Double-Edge. The executable nine-character battle cell displays Dbl-Edge for the full move name Double-Edge.,French v2 secondary gloss only,,,,
MAIN:0x031574,MAIN,314,,Ordinary text,0x031574,5998,0x0310C7,0x0310C7,,,503,0x03158E,破坏光线,graphical_codes,<B51F><B521><B523>,Ultralaser,HyprBeam,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,8,6,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese destructive-beam label directly identifies Hyper Beam. The executable eight-character battle cell displays HyprBeam for the full move name Hyper Beam.,French v2 secondary gloss only,,,,
MAIN:0x03157B,MAIN,315,,Ordinary text,0x03157B,5999,0x0310C9,0x0310C9,,,504,0x031598,自爆,graphical_codes,<B525><B527><B529><B52B>,Destruction,SelfDstr,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,8,8,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,"The Chinese self-detonation label identifies Self-Destruct specifically, not the separate move Explosion. The executable eight-character battle cell displays SelfDstr for the full move name Self-Destruct.",French v2 secondary gloss only,,,,
MAIN:0x031584,MAIN,316,,Ordinary text,0x031584,5634,0x0310CB,0x0310CB,,,505,0x03159E,大爆炸,ascii,Explode,Explosion,Explosn,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,7,7,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,"The Chinese large-explosion label identifies Explosn, distinct from the preceding Self-Destruct entry. The eight-character battle label uses Explosn so adjacent moves remain visually separated.",French v2 secondary gloss only,,,,
MAIN:0x03158C,MAIN,317,,Ordinary text,0x03158C,6000,0x0310CD,0x0310CD,,,506,0x0315A6,尖角钻,graphical_codes,<B52D><B52F><B531><B533>,Guillotine,HornDril,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,8,8,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,"Corrects the swapped witness: the Chinese explicitly names a pointed-horn drill, which is Horn Drill rather than Guillotine. The executable eight-character battle cell displays HornDril for the full move name Horn Drill.",French v2 secondary gloss only,,,,
